store_id,type,title,price,currency,description,payment_status,classification,category,booth_url,github_release_url,source_repo,source_original,source_original_exists,stripe_product_name,stripe_price_amount,stripe_payment_link_target,tax_code_candidate,tax_code_memo,store_url,metadata_json,memo
dake_pdf_crop,app,DakePDFトリミング,500,JPY,"PDFをドラッグ指定した範囲でトリミングします。

・PDFトリミングアプリ
・ドラッグ範囲指定に対応
・別名PDFとして保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448182,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Crop_v1.0.0,DAKE_series,01_apps/DAKE_PDF_Crop/ORIGINAL.md,yes,DakePDFトリミング,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_crop,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448182"", ""dake_item_id"": ""dake_pdf_crop"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Crop_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_Crop/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_crop""}",ready for Stripe Payment Link planning
dake_pdf_lookhere,app,DakePDFここ見て,500,JPY,"PDFに赤い丸と矢印を付けます。

・PDF注目箇所マークアプリ
・赤い丸・矢印に対応
・元PDFとは別名で保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448187,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_LookHere_v1.0.0,DAKE_series,01_apps/DAKE_PDF_LookHere/ORIGINAL.md,yes,DakePDFここ見て,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_lookhere,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448187"", ""dake_item_id"": ""dake_pdf_lookhere"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_LookHere_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_LookHere/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_lookhere""}",ready for Stripe Payment Link planning
dake_pdf_marker,app,DakePDFマーカー,500,JPY,"PDFにピンクの半透明マーカーを付けます。

・PDFマーカーアプリ
・半透明ピンクマーカーに対応
・PDFへ注記して保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448193,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Marker_v1.0.0,DAKE_series,01_apps/DAKE_PDF_Marker/ORIGINAL.md,yes,DakePDFマーカー,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_marker,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448193"", ""dake_item_id"": ""dake_pdf_marker"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Marker_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_Marker/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_marker""}",ready for Stripe Payment Link planning
dake_pdf_merge_mini,app,DakePDF結合mini,500,JPY,"最大5ファイルまでのPDFを並べ替えて結合します。

・PDF結合miniアプリ
・最大5ファイルまで対応
・サムネイル並べ替え対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448200,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Merge_Mini_v1.0.0,DAKE_series,01_apps/DAKE_PDF_Merge_Mini/ORIGINAL.md,yes,DakePDF結合mini,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_merge_mini,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448200"", ""dake_item_id"": ""dake_pdf_merge_mini"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Merge_Mini_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_Merge_Mini/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_merge_mini""}",ready for Stripe Payment Link planning
dake_pdf_rename,app,DakePDFファイル名整理,500,JPY,"PDF名の前後に任意テキストを追加します。

・PDFファイル名整理アプリ
・前後へのテキスト追加に対応
・複数PDFをまとめて処理
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448204,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Rename_v1.0.0,DAKE_series,01_apps/DAKE_PDF_Rename/ORIGINAL.md,yes,DakePDFファイル名整理,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_rename,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448204"", ""dake_item_id"": ""dake_pdf_rename"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Rename_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_Rename/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_rename""}",ready for Stripe Payment Link planning
dake_pdf_reorder,app,DakePDFページ並べ替え,500,JPY,"PDFページ順をドラッグで並べ替えます。

・PDFページ並べ替えアプリ
・サムネイルのドラッグ操作に対応
・別名PDFとして保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448206,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Reorder_v1.0.0,DAKE_series,01_apps/DAKE_PDF_Reorder/ORIGINAL.md,yes,DakePDFページ並べ替え,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_reorder,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448206"", ""dake_item_id"": ""dake_pdf_reorder"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Reorder_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_Reorder/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_reorder""}",ready for Stripe Payment Link planning
dake_pdf_splitone,app,DakePDF分割One,500,JPY,"PDFを全ページ1枚ずつに自動分割します。

・PDF全ページ分割アプリ
・1ページずつ自動保存
・ドラッグ＆ドロップ対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448207,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_SplitOne_v1.0.0,DAKE_series,01_apps/DAKE_PDF_SplitOne/ORIGINAL.md,yes,DakePDF分割One,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_splitone,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448207"", ""dake_item_id"": ""dake_pdf_splitone"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_SplitOne_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_SplitOne/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_splitone""}",ready for Stripe Payment Link planning
dake_pdf_splitselect,app,DakePDF分割Select,500,JPY,"PDFから必要ページだけを選んで保存します。

・PDFページ選択保存アプリ
・サムネイル選択に対応
・範囲入力にも対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448213,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_SplitSelect_v1.0.0,DAKE_series,01_apps/DAKE_PDF_SplitSelect/ORIGINAL.md,yes,DakePDF分割Select,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_splitselect,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448213"", ""dake_item_id"": ""dake_pdf_splitselect"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_SplitSelect_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_SplitSelect/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_splitselect""}",ready for Stripe Payment Link planning
dake_pdf_toimages,app,DakePDFto画像,500,JPY,"PDFの各ページをPNG画像に変換します。

・PDF→画像変換アプリ
・ページごとのPNG保存に対応
・複数PDFの追加に対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448216,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_ToImages_v1.0.0,DAKE_series,01_apps/DAKE_PDF_ToImages/ORIGINAL.md,yes,DakePDFto画像,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_toimages,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448216"", ""dake_item_id"": ""dake_pdf_toimages"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_ToImages_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_ToImages/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_toimages""}",ready for Stripe Payment Link planning
dake_pdf_viewer,app,DakePDF見る,500,JPY,"PDFを探してすぐ確認する軽量ビューワーです。

・軽量PDFビューワー
・フォルダ内PDF一覧に対応
・ページ表示・拡大縮小に対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448219,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Viewer_v1.0.0,DAKE_series,01_apps/DAKE_PDF_Viewer/ORIGINAL.md,yes,DakePDF見る,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_viewer,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448219"", ""dake_item_id"": ""dake_pdf_viewer"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Viewer_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_Viewer/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_viewer""}",ready for Stripe Payment Link planning
dake_price_apportionment,app,Dake価格按分,300,JPY,"売買価格を土地・建物評価額比率で参考按分します。

・不動産価格按分アプリ
・土地・建物評価額比率で計算
・結果コピー・印刷用表示に対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,計算,https://peakheadz.booth.pm/items/8448222,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_Apportionment_v1.0.0,DAKE_series,01_apps/DAKE_Price_Apportionment/ORIGINAL.md,yes,Dake価格按分,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_price_apportionment,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448222"", ""dake_item_id"": ""dake_price_apportionment"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_Apportionment_v1.0.0"", ""source_original"": ""01_apps/DAKE_Price_Apportionment/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_price_apportionment""}",ready for Stripe Payment Link planning
dake_price_fixedtax,app,Dake固都税計算,300,JPY,"固定資産税・都市計画税の概算年税額を計算します。

・固都税概算計算アプリ
・土地・建物評価額入力に対応
・税率変更と住宅用地区分に対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,計算,https://peakheadz.booth.pm/items/8448259,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_FixedTax_v1.0.0,DAKE_series,01_apps/DAKE_Price_FixedTax/ORIGINAL.md,yes,Dake固都税計算,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_price_fixedtax,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448259"", ""dake_item_id"": ""dake_price_fixedtax"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_FixedTax_v1.0.0"", ""source_original"": ""01_apps/DAKE_Price_FixedTax/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_price_fixedtax""}",ready for Stripe Payment Link planning
dake_reform_progress,app,リフォーム進捗管理,500,JPY,"工程の進捗に合わせて、A4縦の最新版カレンダーPDFを作成します。

・Dakeリフォーム進捗管理
・工程の進捗に合わせて最新版PDFを作成
・A4縦カレンダー風PDF出力
・ドラッグ操作と日付入力に対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,進捗管理,https://peakheadz.booth.pm/items/8448260,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Reform_Progress_v1.0.0,DAKE_series,01_apps/DAKE_Reform_Progress/ORIGINAL.md,yes,リフォーム進捗管理,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_reform_progress,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448260"", ""dake_item_id"": ""dake_reform_progress"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Reform_Progress_v1.0.0"", ""source_original"": ""01_apps/DAKE_Reform_Progress/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_reform_progress""}",ready for Stripe Payment Link planning
dake_screen_webp,app,DakeScreen_WebP,300,JPY,"選んだウインドウをWebPで保存します。

・ウインドウスクショWebP保存アプリ
・横幅1200px以内で保存
・ショートカット操作に対応
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,スクリーンショット,https://peakheadz.booth.pm/items/8448261,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screen_WebP_v1.0.0,DAKE_series,01_apps/DAKE_Screen_WebP/ORIGINAL.md,yes,DakeScreen_WebP,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_screen_webp,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448261"", ""dake_item_id"": ""dake_screen_webp"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screen_WebP_v1.0.0"", ""source_original"": ""01_apps/DAKE_Screen_WebP/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_screen_webp""}",ready for Stripe Payment Link planning
dake_screenshot_print,app,Dakeスクショ印刷,500,JPY,"クリップボードのスクリーンショットをA4縦で印刷します。

・スクリーンショット印刷アプリ
・クリップボード画像の取得に対応
・A4縦プレビュー付き
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,スクリーンショット,https://peakheadz.booth.pm/items/8448262,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screenshot_Print_v1.0.0,DAKE_series,01_apps/DAKE_Screenshot_Print/ORIGINAL.md,yes,Dakeスクショ印刷,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_screenshot_print,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448262"", ""dake_item_id"": ""dake_screenshot_print"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screenshot_Print_v1.0.0"", ""source_original"": ""01_apps/DAKE_Screenshot_Print/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_screenshot_print""}",ready for Stripe Payment Link planning
dake_two_person_memo,app,Dake二人メモ,300,JPY,"2人で使う、ぶつからない共同メモ。

・2人で使う、ぶつからない共同メモです。
・左右それぞれのメモブロックを追加できます。
・相手の本文は編集せず、確認だけを残せます。
・同じLAN内で簡易同期できます。
・Windows向けexeです。

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,メモ,https://peakheadz.booth.pm/items/8448279,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_TwoPerson_Memo_v1.0.0,DAKE_series,01_apps/DAKE_TwoPerson_Memo/ORIGINAL.md,yes,Dake二人メモ,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_two_person_memo,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448279"", ""dake_item_id"": ""dake_two_person_memo"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_TwoPerson_Memo_v1.0.0"", ""source_original"": ""01_apps/DAKE_TwoPerson_Memo/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_two_person_memo""}",ready for Stripe Payment Link planning
dake_work_calendar,app,Dake工程カレンダー,500,JPY,"指定期間の日付枠をA4縦PDFに並べます。

・工程カレンダーPDF作成アプリ
・指定期間の日付枠に対応
・A4縦PDF出力
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,作業補助,https://peakheadz.booth.pm/items/8448282,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Work_Calendar_v1.0.0,DAKE_series,01_apps/DAKE_Work_Calendar/ORIGINAL.md,yes,Dake工程カレンダー,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_work_calendar,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448282"", ""dake_item_id"": ""dake_work_calendar"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Work_Calendar_v1.0.0"", ""source_original"": ""01_apps/DAKE_Work_Calendar/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_work_calendar""}",ready for Stripe Payment Link planning
dake_year_age,app,Dake築年数,300,JPY,"西暦・和暦から築年数を確認します。

・築年数確認アプリ
・西暦・和暦入力に対応
・入力すると即時計算
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,年数・日付,https://peakheadz.booth.pm/items/8448286,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Age_v1.0.0,DAKE_series,01_apps/DAKE_Year_Age/ORIGINAL.md,yes,Dake築年数,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_year_age,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448286"", ""dake_item_id"": ""dake_year_age"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Age_v1.0.0"", ""source_original"": ""01_apps/DAKE_Year_Age/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_year_age""}",ready for Stripe Payment Link planning
dake_year_notice,app,Dake今年の注意点,300,JPY,"閏年と固定資産税評価替え年を確認します。

・今年の注意点確認アプリ
・閏年判定に対応
・固定資産税評価替え年を表示
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,年数・日付,https://peakheadz.booth.pm/items/8448289,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Notice_v1.0.0,DAKE_series,01_apps/DAKE_Year_Notice/ORIGINAL.md,yes,Dake今年の注意点,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_year_notice,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448289"", ""dake_item_id"": ""dake_year_notice"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Notice_v1.0.0"", ""source_original"": ""01_apps/DAKE_Year_Notice/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_year_notice""}",ready for Stripe Payment Link planning
game_alien_road,app,DakeAlien Road,300,JPY,"左右移動だけで遊べる、LCD携帯ゲーム風ミニゲーム。

・左右移動だけで遊べるレトロ風ミニゲーム
・5レーンの回避アクション
・ベストスコア保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,ゲーム,https://peakheadz.booth.pm/items/8449213,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Alien_Road_v1.0.0,DAKE_series,01_apps/DAKE_Game_Alien_Road/ORIGINAL.md,yes,DakeAlien Road,300,yes,txcd_10201000,downloadable video game candidate; confirm before Stripe Tax use,https://store.dakeapp.com/product/?id=game_alien_road,"{""booth_url"": ""https://peakheadz.booth.pm/items/8449213"", ""dake_item_id"": ""game_alien_road"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Alien_Road_v1.0.0"", ""source_original"": ""01_apps/DAKE_Game_Alien_Road/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=game_alien_road""}",ready for Stripe Payment Link planning
game_diver_catch,app,Dake潜って捕る,300,JPY,"潜って捕って、船へ戻るレトロ風ミニゲーム。

・潜って捕って、船へ戻るレトロ風ミニゲーム
・NORMAL / TIMELESS モード
・ベストスコア保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,ゲーム,https://peakheadz.booth.pm/items/8449218,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Diver_Catch_v1.0.0,DAKE_series,01_apps/DAKE_Game_Diver_Catch/ORIGINAL.md,yes,Dake潜って捕る,300,yes,txcd_10201000,downloadable video game candidate; confirm before Stripe Tax use,https://store.dakeapp.com/product/?id=game_diver_catch,"{""booth_url"": ""https://peakheadz.booth.pm/items/8449218"", ""dake_item_id"": ""game_diver_catch"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Diver_Catch_v1.0.0"", ""source_original"": ""01_apps/DAKE_Game_Diver_Catch/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=game_diver_catch""}",ready for Stripe Payment Link planning
video_shorts_cut,app,Dakeショート切り出し,500,JPY,"MP4からショート候補とサムネを作成します。

・MP4からショート動画候補を作成
・サムネ画像とタイトル案も同時出力
・QRコードでスマホへ転送
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",preparing,preparing,動画,,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Video_Shorts_Cut_v1.0.0,DAKE_series,01_apps/DAKE_Video_Shorts_Cut/ORIGINAL.md,yes,Dakeショート切り出し,500,no,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=video_shorts_cut,"{""dake_item_id"": ""video_shorts_cut"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Video_Shorts_Cut_v1.0.0"", ""source_original"": ""01_apps/DAKE_Video_Shorts_Cut/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=video_shorts_cut""}",preparing item; do not create Stripe link yet
DAKE_Pack_Document,pack,DAKE 書類整理パック,1480,JPY,PDF結合、画像PDF化、画像リサイズ、A4貼り付けをまとめた書類整理向けパックです。,booth_only,stripe_candidate,書類整理Pack,https://peakheadz.booth.pm/items/8448353,,DAKE_series,04_packs/DAKE_Pack_Document/ORIGINAL.md,yes,DAKE 書類整理パック,1480,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=DAKE_Pack_Document,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448353"", ""dake_item_id"": ""DAKE_Pack_Document"", ""dake_type"": ""pack"", ""source_original"": ""04_packs/DAKE_Pack_Document/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=DAKE_Pack_Document""}",github_release_url missing; acceptable for packs if delivery policy is separate
DAKE_Pack_Memo,pack,DAKE メモと記録パック,980,JPY,付箋、短文メモ、Gitメモ、昨日タスクの記録をまとめたメモ運用パックです。,booth_only,stripe_candidate,メモ運用Pack,https://peakheadz.booth.pm/items/8449208,,DAKE_series,04_packs/DAKE_Pack_Memo/ORIGINAL.md,yes,DAKE メモと記録パック,980,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=DAKE_Pack_Memo,"{""booth_url"": ""https://peakheadz.booth.pm/items/8449208"", ""dake_item_id"": ""DAKE_Pack_Memo"", ""dake_type"": ""pack"", ""source_original"": ""04_packs/DAKE_Pack_Memo/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=DAKE_Pack_Memo""}",github_release_url missing; acceptable for packs if delivery policy is separate
